Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por agregado fiscal (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por agregado fiscal (2020 - 2022);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2021);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;;;;;;;;
1A0;NUTS 3;Grande Lisboa;1 173 407;29 378 158;24 333 960;25 037;4 943;8 417;9 511;10 156;12 459;15 466;19 712;25 655;29 705;35 052;53 094;100;100;100;100;100;4 897;8 310;9 417;10 019;11 775;14 357;17 946;22 674;25 787;29 747;42 648;44,3;44,4;3,6;8,7;2,9;3,3;2,7;2,4;3,2;3,0;2,8;;;;;;;;
1115;Município;Amadora;98 822;1 949 709;1 703 006;19 730;4 472;7 713;8 805;9 711;11 203;13 540;16 665;21 261;24 249;28 288;41 633;90;93;88;82;78;4 437;7 656;8 754;9 690;10 765;12 739;15 450;19 395;21 864;24 856;34 983;40,6;40,7;3,2;7,9;2,6;3,2;2,4;2,5;1,3;2,7;2,1;;;;;;;;
1105;Município;Cascais;115 206;3 206 826;2 586 918;27 836;5 099;8 460;9 675;10 372;12 980;16 501;21 250;28 142;32 963;39 078;59 786;103;102;107;111;113;4 977;8 420;9 563;10 131;12 187;15 160;19 190;24 450;28 026;32 498;46 820;46,2;46,0;3,9;9,4;3,7;4,0;3,7;3,0;4,1;3,8;3,5;;;;;;;;
1106;Município;Lisboa;332 644;9 987 110;7 874 641;30 023;4 695;8 169;9 360;10 198;12 963;16 732;21 884;29 715;35 296;42 324;67 251;95;98;108;119;127;4 584;7 996;9 220;10 012;12 147;15 265;19 437;25 211;29 082;34 095;51 148;48,3;48,5;4,3;11,2;2,5;3,1;2,5;2,2;2,4;2,5;2,2;;;;;;;;
1107;Município;Loures;112 176;2 417 093;2 086 617;21 547;5 081;8 460;9 469;10 028;11 955;14 479;17 980;22 725;26 079;30 298;45 195;103;100;94;88;85;5 031;8 390;9 401;9 956;11 371;13 558;16 615;20 751;23 313;26 683;37 512;40,9;41,1;3,2;7,5;2,9;3,1;2,2;2,5;3,3;3,6;2,6;;;;;;;;
1109;Município;Mafra;44 582;1 084 716;922 427;24 331;5 463;8 789;9 772;10 433;12 729;15 885;20 262;26 413;30 573;35 485;52 064;111;103;103;103;98;5 392;8 702;9 716;10 200;12 050;14 823;18 676;23 548;26 845;30 608;42 700;42,1;42,2;3,5;7,9;4,5;4,5;4,5;4,9;4,6;4,6;4,1;;;;;;;;
1116;Município;Odivelas;85 987;1 800 793;1 564 420;20 943;4 499;7 828;8 966;9 828;11 590;14 188;17 873;22 927;26 321;30 641;44 899;91;94;92;89;85;4 452;7 755;8 897;9 782;11 070;13 296;16 487;20 844;23 409;26 856;37 471;40,7;41,5;3,5;8,4;1,9;3,0;2,3;2,0;0,2;1,5;1,5;;;;;;;;
1110;Município;Oeiras;95 217;2 946 069;2 368 702;30 941;6 070;9 668;10 567;11 985;15 338;19 793;25 589;33 470;38 733;45 143;67 416;123;111;128;130;127;5 976;9 535;10 268;11 340;14 206;17 873;22 354;28 208;31 976;36 522;52 076;44,0;44,0;3,8;8,7;3,1;3,1;2,9;2,4;4,9;3,4;3,7;;;;;;;;
1111;Município;Sintra;214 188;4 363 618;3 803 213;20 373;4 884;8 266;9 329;9 895;11 736;14 061;17 357;21 905;24 952;28 762;41 504;99;98;91;84;78;4 853;8 189;9 261;9 870;11 193;13 194;16 025;20 037;22 476;25 498;35 204;40,3;40,2;3,1;7,3;3,3;3,4;2,8;2,6;3,2;3,7;2,5;;;;;;;;
1114;Município;Vila Franca de Xira;74 585;1 622 223;1 424 017;21 750;5 874;9 228;9 968;10 899;13 145;16 046;19 776;24 644;27 851;31 677;44 063;119;105;104;94;83;5 829;9 174;9 915;10 524;12 405;14 908;18 239;22 342;24 854;27 953;37 230;37,9;37,9;3,0;6,4;3,6;2,2;3,1;2,8;5,3;4,1;3,8;;;;;;;;
1B;NUTS 2;Península de Setúbal;442 764;9 668 213;8 357 764;21 836;5 138;8 472;9 586;10 179;12 325;15 023;18 787;23 783;27 102;31 318;45 311;;;;;;5 086;8 460;9 528;10 057;11 693;14 038;17 307;21 495;24 042;27 362;37 817;40,5;40,6;3,2;7,4;3,1;3,6;3,0;3,2;3,5;3,3;2,8;;;;;;;;
1B0;NUTS 3;Península de Setúbal;442 764;9 668 213;8 357 764;21 836;5 138;8 472;9 586;10 179;12 325;15 023;18 787;23 783;27 102;31 318;45 311;100;100;100;100;100;5 086;8 460;9 528;10 057;11 693;14 038;17 307;21 495;24 042;27 362;37 817;40,5;40,6;3,2;7,4;3,1;3,6;3,0;3,2;3,5;3,3;2,8;;;;;;;;
1502;Município;Alcochete;9 657;265 523;220 377;27 495;6 005;9 307;9 965;10 970;13 521;17 104;21 674;28 600;33 310;39 246;58 609;117;104;114;123;129;5 916;9 230;9 900;10 550;12 778;15 850;19 879;25 144;28 786;33 378;47 436;43,8;43,9;3,6;8,0;3,9;2,3;3,4;4,3;5,1;4,5;4,3;;;;;;;;
1503;Município;Almada;98 982;2 232 776;1 906 267;22 557;4 913;8 336;9 446;10 055;12 209;15 018;18 932;24 272;27 840;32 499;47 779;96;99;100;103;105;4 870;8 260;9 372;9 967;11 611;14 010;17 326;21 695;24 419;28 044;39 311;42,0;41,9;3,4;8,1;2,9;3,4;3,1;3,6;3,1;2,7;2,1;;;;;;;;
1504;Município;Barreiro;44 605;912 130;800 514;20 449;5 394;8 684;9 706;10 300;12 329;14 741;18 064;22 545;25 408;29 036;41 450;105;101;98;94;91;5 338;8 633;9 682;10 145;11 699;13 791;16 735;20 539;22 743;25 648;35 253;38,2;38,4;3,0;6,6;2,2;3,2;1,9;2,3;4,0;2,6;2,2;;;;;;;;
1506;Município;Moita;36 129;655 753;588 843;18 150;5 039;8 259;9 219;9 870;11 451;13 542;16 312;20 307;22 795;25 807;36 170;98;96;90;84;80;5 020;8 194;9 180;9 870;10 958;12 756;15 229;18 779;20 858;23 244;31 537;37,1;37,1;2,8;6,3;3,0;2,7;2,2;1,8;3,0;3,9;3,4;;;;;;;;
1507;Município;Montijo;30 268;644 282;558 944;21 286;4 678;7 838;9 000;9 830;11 565;14 210;18 002;23 256;26 661;30 990;45 371;91;94;95;98;100;4 629;7 782;8 940;9 785;11 073;13 318;16 706;21 185;23 743;27 114;38 080;41,2;41,8;3,5;8,2;2,8;4,4;3,9;3,8;0,1;1,6;2,2;;;;;;;;
1508;Município;Palmela;35 988;812 793;700 764;22 585;5 312;8 574;9 690;10 327;12 581;15 454;19 419;24 578;28 135;32 398;47 002;103;101;103;104;104;5 284;8 534;9 644;10 151;11 920;14 418;17 898;22 150;24 891;28 415;39 226;41,1;40,8;3,3;7,4;4,4;3,6;3,8;3,3;5,0;5,0;4,4;;;;;;;;
1510;Município;Seixal;91 630;2 012 163;1 741 128;21 960;5 272;8 669;9 720;10 392;12 643;15 439;19 246;24 227;27 516;31 576;44 994;103;101;103;102;99;5 214;8 605;9 703;10 185;11 957;14 378;17 709;21 830;24 428;27 628;37 735;39,8;40,0;3,2;7,2;3,2;4,7;3,3;3,4;4,2;3,1;2,8;;;;;;;;
1511;Município;Sesimbra;28 345;623 852;543 490;22 009;5 474;8 888;9 815;10 575;13 022;15 951;19 965;25 035;28 199;32 254;44 666;107;102;106;104;99;5 421;8 813;9 764;10 294;12 325;14 884;18 331;22 591;25 115;28 253;37 624;39,1;38,9;3,2;6,9;4,2;4,7;3,4;3,1;4,9;5,0;4,5;;;;;;;;
1512;Município;Setúbal;67 160;1 508 942;1 297 437;22 468;5 066;8 476;9 580;10 230;12 428;15 176;19 144;24 330;27 873;32 244;46 988;99;100;101;103;104;5 015;8 460;9 517;10 093;11 773;14 191;17 632;21 928;24 650;28 089;39 010;41,2;41,3;3,3;7,8;3,1;4,0;2,9;3,3;3,2;3,3;2,9;;;;;;;;
1C;NUTS 2;  Alentejo;257 585;4 872 154;4 325 850;18 915;5 384;8 340;9 172;9 858;11 219;13 278;16 101;20 237;22 860;26 331;38 253;;;;;;5 343;8 308;9 134;9 823;10 756;12 568;15 103;18 851;21 139;23 786;32 806;38,6;38,3;2,9;6,1;4,2;4,1;3,5;3,7;3,6;4,8;3,9;;;;;;;;
1C1;NUTS 3;   Alentejo Litoral;58 519;1 066 382;938 201;18 223;4 321;7 047;8 162;9 041;10 296;12 018;14 512;18 624;21 364;25 111;38 244;100;100;100;100;100;4 295;7 000;8 108;9 002;10 106;11 390;13 611;17 219;19 766;22 716;32 696;41,4;41,4;3,2;7,6;3,1;6,8;4,0;3,9;0,4;2,2;2,3;;;;;;;;
1501;Município;Alcácer do Sal;6 075;109 706;98 121;18 059;5 658;8 486;9 254;9 870;11 259;13 073;15 357;18 824;21 339;24 526;34 952;131;113;109;100;91;5 649;8 460;9 227;9 870;10 838;12 391;14 515;17 538;19 717;22 380;30 895;36,7;36,7;2,6;5,5;5,3;2,7;4,4;6,1;5,3;6,2;4,1;;;;;;;;
1505;Município;Grândola;7 313;142 701;123 840;19 513;5 284;8 087;9 001;9 757;11 111;13 201;15 853;19 722;22 238;25 739;37 745;122;110;110;104;99;5 284;7 994;8 943;9 716;10 649;12 442;14 884;18 330;20 297;23 169;32 514;39,4;39,8;2,9;6,2;4,4;4,0;3,9;2,9;3,4;4,8;2,5;;;;;;;;
0211;Município;Odemira;21 910;286 210;261 815;13 063;3 059;5 279;6 154;7 070;8 669;9 870;11 151;13 049;14 613;16 967;25 530;71;75;82;68;67;3 050;5 257;6 137;7 045;8 636;9 870;10 567;12 241;13 612;15 771;23 197;39,8;39,6;3,0;7,6;3,8;13,5;2,9;3,9;-8,0;4,8;0,3;;;;;;;;
1509;Município;Santiago do Cacém;15 077;346 240;297 739;22 965;5 965;8 861;9 743;10 341;12 410;15 153;19 195;24 737;28 415;33 544;50 546;138;119;126;133;132;5 923;8 822;9 707;10 147;11 745;14 166;17 677;22 303;25 391;29 088;40 985;41,1;40,6;3,3;6,9;4,6;3,7;3,8;3,7;5,5;5,5;5,1;;;;;;;;
1513;Município;Sines;8 144;181 525;156 686;22 289;5 616;8 546;9 616;10 201;12 198;14 812;18 399;24 023;27 330;32 060;47 504;130;118;123;128;124;5 571;8 513;9 583;10 061;11 594;13 906;16 932;21 892;24 507;27 936;39 167;41,1;40,8;3,3;7,0;2,3;3,8;2,1;2,8;3,8;2,5;2,4;;;;;;;;
1C2;NUTS 3;   Baixo Alentejo;59 443;1 127 255;1 000 409;18 964;5 284;8 372;9 187;9 870;11 227;13 306;16 248;20 551;23 150;26 707;38 986;100;100;100;100;100;5 284;8 329;9 146;9 836;10 752;12 585;15 183;19 057;21 297;23 914;33 278;38,5;38,3;2,9;6,3;4,5;3,2;3,7;4,4;4,8;5,2;4,1;;;;;;;;
0201;Município;Aljustrel;4 588;94 771;83 707;20 656;6 421;9 100;9 820;10 380;12 267;14 715;18 472;23 116;26 453;30 656;42 678;122;107;111;114;109;6 388;9 080;9 790;10 155;11 673;14 013;17 016;21 117;23 494;27 031;36 399;36,7;36,7;3,0;5,7;6,4;3,5;4,3;4,9;5,9;8,6;5,7;;;;;;;;
0202;Município;Almodôvar;3 690;71 107;63 029;19 270;5 479;7 798;8 816;9 706;11 001;13 198;16 269;20 977;24 494;29 631;42 366;104;96;99;106;109;5 390;7 732;8 747;9 638;10 634;12 559;15 154;19 410;22 119;25 684;35 879;39,4;39,0;3,3;6,7;6,3;6,5;5,1;6,6;6,1;7,4;4,9;;;;;;;;
0203;Município;Alvito;1 089;19 724;17 842;18 112;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;3,2;   4;   2;   3;   7;   4;   3;;;;;;;;
0204;Município;Barrancos;731;11 760;10 837;16 088;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;3,3;-   1;   1;   0;   6;   6;   7;;;;;;;;
0205;Município;Beja;17 940;380 429;331 272;21 206;5 400;8 678;9 635;10 155;12 011;14 439;18 252;23 194;26 571;30 628;44 156;102;105;109;115;113;5 362;8 620;9 587;10 024;11 408;13 569;16 864;21 166;23 659;27 008;36 856;39,4;39,6;3,1;6,9;2,8;3,8;2,7;3,3;3,6;2,9;1,8;;;;;;;;
0206;Município;Castro Verde;3 462;80 583;69 789;23 276;7 270;9 543;10 083;10 859;13 097;16 140;20 485;25 992;30 092;34 417;48 500;138;110;121;130;124;7 196;9 531;9 979;10 470;12 402;15 048;18 650;23 206;26 136;29 963;40 269;39,1;38,4;3,1;5,6;4,0;1,9;3,2;6,3;6,0;4,9;1,3;;;;;;;;
0207;Município;Cuba;2 251;41 804;37 296;18 571;5 003;8 508;9 206;9 850;11 080;13 145;16 029;19 967;22 193;25 256;37 251;95;100;99;96;96;4 949;8 460;9 173;9 826;10 656;12 560;15 060;18 405;20 595;22 975;32 353;39,7;38,6;2,7;6,5;7,2;11,2;6,5;6,1;8,0;8,0;7,6;;;;;;;;
0208;Município;Ferreira do Alentejo;4 300;68 135;61 638;15 845;3 831;6 731;7 911;8 710;9 875;11 530;13 802;16 903;19 226;22 096;30 825;73;86;87;83;79;3 786;6 698;7 869;8 706;9 870;10 999;13 007;15 873;17 861;20 285;27 355;37,9;38,7;3,0;7,2;2,8;6,1;4,1;2,2;-0,3;1,5;5,3;;;;;;;;
0209;Município;Mértola;3 195;51 313;46 825;16 061;5 271;8 147;8 883;9 685;10 565;12 097;14 304;17 404;19 671;22 124;30 785;100;97;91;85;79;5 245;8 075;8 822;9 643;10 290;11 533;13 481;16 300;18 330;20 381;27 304;34,7;34,6;2,5;5,2;4,5;5,6;4,4;4,4;3,8;4,6;5,1;;;;;;;;
0210;Município;Moura;6 067;102 285;92 651;16 859;4 935;7 949;8 806;9 601;10 566;12 296;14 740;18 281;20 525;23 276;33 753;93;96;92;89;87;4 874;7 922;8 726;9 563;10 264;11 673;13 948;17 037;19 387;21 540;29 802;37,4;36,8;2,7;6,1;4,6;4,1;3,4;5,0;5,8;5,9;6,9;;;;;;;;
0212;Município;Ourique;2 589;44 776;40 266;17 295;5 284;7 905;8 800;9 485;10 618;12 542;15 030;18 673;21 195;24 258;35 054;100;96;94;92;90;5 284;7 827;8 756;9 469;10 340;11 914;14 142;17 437;19 811;21 830;29 950;37,2;36,9;2,8;5,7;4,9;4,1;1,8;5,9;8,0;8,0;6,9;;;;;;;;
0213;Município;Serpa;6 830;114 106;103 264;16 707;4 876;7 963;8 809;9 565;10 616;12 238;14 491;18 159;20 511;23 038;32 645;92;96;92;89;84;4 822;7 933;8 776;9 511;10 340;11 675;13 697;16 844;19 099;21 240;28 563;36,6;36,6;2,7;5,9;5,0;2,7;4,1;4,8;7,9;6,0;7,0;;;;;;;;
0214;Município;Vidigueira;2 711;46 462;41 995;17 138;5 284;8 329;9 037;9 706;10 836;12 460;15 010;18 749;21 113;23 669;34 723;100;98;94;91;89;5 284;8 329;8 989;9 706;10 458;11 922;14 288;17 386;19 740;21 921;29 777;36,4;36,3;2,6;5,6;4,7;4,9;4,9;4,5;2,8;4,4;5,8;;;;;;;;
1C3;NUTS 3;   Alto Alentejo;57 007;1 038 428;932 608;18 216;5 682;8 397;9 224;9 870;11 200;13 178;15 844;19 767;22 145;25 200;35 882;100;100;100;100;100;5 640;8 348;9 186;9 846;10 786;12 512;14 940;18 494;20 656;23 003;31 255;37,6;37,0;2,8;5,5;4,5;3,7;3,1;3,1;4,9;6,0;5,1;;;;;;;;
1201;Município;Alter do Chão;1 679;29 673;26 915;17 673;6 022;8 814;9 656;10 145;11 439;13 060;15 501;18 847;20 988;23 232;34 290;106;105;99;95;96;6 022;8 807;9 635;10 035;10 975;12 490;14 794;17 752;19 544;21 788;29 937;34,5;35,2;2,5;5,0;4,2;2,4;3,3;3,0;6,0;5,1;6,0;;;;;;;;
1202;Município;Arronches;1 529;26 466;24 098;17 309;6 342;8 659;9 429;9 882;11 313;12 945;15 204;19 297;21 450;23 470;32 145;112;102;98;97;90;6 244;8 647;9 402;9 870;10 840;12 332;14 404;17 920;20 006;21 897;28 472;35,5;34,2;2,5;4,6;5,9;1,2;4,0;2,5;9,2;7,8;6,0;;;;;;;;
1203;Município;Avis;2 054;33 153;30 321;16 141;5 284;7 975;8 795;9 612;10 668;12 512;14 731;17 529;19 746;22 533;29 925;93;95;95;89;83;5 284;7 939;8 792;9 575;10 395;11 837;13 884;16 605;18 462;20 719;26 951;34,9;34,8;2,6;5,1;3,9;2,7;1,6;4,8;5,6;6,3;5,1;;;;;;;;
1204;Município;Campo Maior;4 025;78 811;70 550;19 580;6 388;9 253;9 874;10 588;12 486;14 639;17 044;21 486;23 863;27 500;36 376;112;107;111;108;101;6 388;9 205;9 870;10 298;11 897;13 604;15 983;20 101;22 226;24 892;32 303;37,0;35,9;2,7;5,1;4,0;3,3;2,2;1,9;4,8;5,8;3,9;;;;;;;;
1205;Município;Castelo de Vide;1 705;32 150;28 741;18 856;6 055;8 702;9 667;10 075;11 663;13 968;16 810;20 689;23 107;25 964;35 954;107;105;106;104;100;5 998;8 671;9 585;9 976;11 133;13 156;15 815;19 287;21 219;23 607;31 174;37,7;36,1;2,7;5,2;5,8;2,5;3,9;-0,8;7,8;7,8;6,1;;;;;;;;
1206;Município;Crato;1 779;30 349;27 727;17 060;6 195;8 702;9 450;9 890;11 101;12 894;15 540;19 001;21 554;23 936;32 788;109;102;98;97;91;6 170;8 696;9 434;9 870;10 741;12 224;14 711;18 029;19 989;22 066;28 961;34,4;33,8;2,5;4,7;3,4;3,7;1,1;2,9;5,3;5,8;5,9;;;;;;;;
1207;Município;Elvas;11 036;202 306;180 568;18 332;5 464;8 331;9 225;9 869;11 200;13 078;15 863;20 035;22 525;25 644;36 273;96;100;99;102;101;5 429;8 273;9 173;9 837;10 740;12 413;14 868;18 585;20 792;23 142;31 421;38,4;37,4;2,8;5,8;4,1;4,3;3,1;2,1;4,1;5,1;4,5;;;;;;;;
1208;Município;Fronteira;1 591;28 790;26 085;18 095;6 206;8 652;9 407;9 870;11 163;13 330;15 953;19 696;22 013;25 059;35 786;109;102;101;99;100;6 196;8 642;9 364;9 870;10 720;12 562;15 052;18 466;20 607;23 005;30 695;36,7;35,9;2,7;5,0;7,2;0,0;3,5;4,3;10,3;11,0;5,6;;;;;;;;
1209;Município;Gavião;1 849;31 076;28 576;16 807;6 368;8 659;9 352;9 870;11 078;12 923;15 402;18 356;20 300;22 631;31 125;112;101;98;92;87;6 284;8 614;9 342;9 870;10 757;12 350;14 591;17 197;19 127;21 604;27 896;33,7;33,3;2,5;4,4;5,3;1,7;1,5;2,7;6,5;9,2;8,7;;;;;;;;
1210;Município;Marvão;1 630;26 494;24 248;16 254;5 182;8 074;8 947;9 675;10 645;12 389;14 571;18 229;20 270;22 739;30 579;91;97;94;92;85;5 084;8 037;8 900;9 651;10 420;11 751;13 946;16 982;19 351;21 145;27 255;35,7;35,3;2,6;5,4;5,6;2,9;2,6;4,1;11,4;8,8;6,3;;;;;;;;
1211;Município;Monforte;1 417;23 700;21 442;16 725;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;3,2;   3;   1;   1;   5;   6;   8;;;;;;;;
1212;Município;Nisa;3 354;58 350;52 856;17 397;5 914;8 235;9 100;9 796;11 038;13 017;15 502;19 148;21 203;23 773;34 053;104;99;99;96;95;5 895;8 149;9 040;9 777;10 653;12 389;14 620;17 923;19 998;21 997;29 829;35,9;35,8;2,7;5,1;4,9;5,9;3,7;5,2;2,0;6,2;4,4;;;;;;;;
1213;Município;Ponte de Sor;8 420;137 514;125 073;16 332;4 881;7 504;8 460;9 144;10 321;11 881;14 010;17 428;19 455;22 072;32 033;86;92;90;88;89;4 871;7 473;8 427;9 111;10 172;11 458;13 295;16 471;18 328;20 725;28 234;37,8;37,1;2,8;5,8;5,0;6,4;4,1;4,7;7,7;5,8;6,4;;;;;;;;
1214;Município;Portalegre;12 564;260 912;229 935;20 767;6 134;8 782;9 706;10 248;12 074;14 472;17 987;22 633;25 728;29 408;42 539;108;105;110;116;119;6 122;8 741;9 687;10 112;11 551;13 690;16 799;20 888;23 301;26 389;35 869;38,5;38,3;3,0;5,9;3,5;4,2;3,2;1,5;4,0;3,8;3,3;;;;;;;;
1215;Município;Sousel;2 375;38 682;35 473;16 287;5 396;7 654;8 571;9 254;10 406;12 186;14 529;17 741;20 037;22 683;32 396;95;93;92;90;90;5 380;7 654;8 552;9 187;10 229;11 632;13 702;16 849;19 164;21 166;28 763;36,1;35,7;2,8;5,3;5,3;2,2;3,4;4,8;9,8;7,3;9,4;;;;;;;;
1C4;NUTS 3;   Alentejo Central;82 616;1 640 089;1 454 632;19 852;6 363;9 000;9 736;10 268;12 025;14 263;17 266;21 394;24 091;27 630;39 202;100;100;100;100;100;6 312;8 950;9 713;10 112;11 453;13 455;16 168;19 918;22 151;24 861;33 560;37,3;36,8;2,8;5,3;4,5;4,2;3,4;3,5;4,8;5,6;3,8;;;;;;;;
0701;Município;Alandroal;2 745;43 900;40 381;15 993;6 002;8 522;9 123;9 740;10 664;12 295;14 269;17 249;19 235;21 765;28 730;94;94;86;80;73;6 002;8 495;9 089;9 723;10 328;11 748;13 628;16 230;18 070;20 527;26 000;32,0;32,7;2,4;4,3;4,2;3,6;2,9;4,0;5,9;5,6;7,2;;;;;;;;
0702;Município;Arraiolos;3 649;68 400;61 555;18 745;6 835;9 041;9 735;10 204;11 751;13 837;16 426;20 408;22 871;26 019;35 215;107;100;97;95;90;6 832;9 009;9 730;10 089;11 248;13 179;15 576;19 242;21 504;23 707;30 950;34,5;34,6;2,6;4,5;5,2;4,0;4,2;5,7;5,3;6,3;5,8;;;;;;;;
0703;Município;Borba;3 377;59 511;54 384;17 623;6 178;8 894;9 611;9 992;11 519;13 590;15 959;18 987;20 974;23 676;33 742;97;99;95;87;86;6 127;8 882;9 550;9 943;10 954;12 947;15 332;18 118;19 825;22 088;29 727;34,4;34,3;2,5;4,9;3,4;2,8;0,8;1,4;5,3;6,2;5,7;;;;;;;;
0704;Município;Estremoz;6 745;125 921;113 007;18 669;6 413;8 964;9 733;10 150;11 626;13 704;16 503;20 411;23 011;26 216;36 343;101;100;96;96;93;6 391;8 941;9 706;10 042;11 128;13 015;15 602;18 970;21 382;23 811;31 350;35,5;35,2;2,7;4,9;3,8;4,0;2,8;3,7;5,0;4,8;3,3;;;;;;;;
0705;Município;Évora;29 745;680 567;587 858;22 880;6 505;9 411;10 052;10 939;13 198;15 992;19 839;25 059;28 458;32 636;47 096;102;103;112;118;120;6 421;9 356;9 969;10 545;12 408;14 833;18 292;22 662;25 296;28 512;38 501;39,1;38,6;3,0;6,0;3,6;2,1;2,9;2,8;5,9;4,2;3,1;;;;;;;;
0706;Município;Montemor-o-Novo;8 306;157 317;140 747;18 940;6 414;8 950;9 682;10 073;11 672;13 678;16 671;20 361;22 700;26 113;36 518;101;99;96;94;93;6 388;8 912;9 640;9 999;11 153;13 037;15 680;19 098;21 175;23 874;31 711;36,1;36,0;2,7;5,0;4,0;3,3;1,0;3,3;5,0;7,0;5,4;;;;;;;;
0707;Município;Mora;2 292;40 966;37 150;17 873;6 549;8 905;9 484;9 951;11 531;13 422;16 011;19 168;21 348;23 893;32 333;103;97;94;89;82;6 549;8 832;9 477;9 902;11 026;12 776;15 162;18 025;20 072;22 281;28 771;34,7;34,1;2,5;4,4;5,9;3,1;3,6;5,3;7,3;8,2;8,6;;;;;;;;
0708;Município;Mourão;1 215;20 196;18 404;16 622;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;4,5;   8;   5;   4;-   1;   4;   7;;;;;;;;
0709;Município;Portel;2 908;46 336;42 758;15 934;5 979;8 480;9 075;9 736;10 710;12 339;14 579;17 653;19 558;21 795;29 569;94;93;87;81;75;5 966;8 460;9 070;9 723;10 413;11 868;13 873;16 545;18 363;20 486;26 881;32,9;32,5;2,4;4,5;5,6;5,9;3,3;5,8;5,8;7,9;5,3;;;;;;;;
0710;Município;Redondo;3 353;55 476;50 702;16 545;5 822;8 544;9 192;9 727;10 698;12 405;14 411;17 588;19 529;21 962;30 837;92;94;87;81;79;5 809;8 522;9 138;9 678;10 399;11 886;13 731;16 492;18 463;20 663;27 797;35,3;34,8;2,4;4,8;5,6;5,3;4,1;3,4;3,3;7,1;8,2;;;;;;;;
0711;Município;Reguengos de Monsaraz;5 238;96 607;86 895;18 443;5 903;8 581;9 375;9 870;11 624;13 635;16 335;20 223;22 634;25 638;36 329;93;96;96;94;93;5 859;8 522;9 331;9 870;11 124;12 878;15 357;18 957;21 053;23 374;31 763;36,7;36,2;2,7;5,4;5,4;5,3;5,3;6,8;3,6;5,4;5,4;;;;;;;;
0712;Município;Vendas Novas;6 281;120 057;107 962;19 114;5 941;8 827;9 590;10 146;11 944;14 240;17 061;20 895;23 328;26 913;38 223;93;98;100;97;98;5 899;8 799;9 569;10 047;11 366;13 396;15 992;19 513;21 817;24 624;33 378;36,7;36,4;2,8;5,7;3,3;3,7;4,1;3,1;3,5;2,5;3,4;;;;;;;;
0713;Município;Viana do Alentejo;2 781;50 276;45 641;18 078;6 553;9 043;9 706;10 218;11 893;13 717;16 277;20 329;22 569;25 295;35 528;103;100;96;94;91;6 535;9 030;9 706;10 096;11 264;12 946;15 263;18 955;21 090;23 275;31 216;34,7;34,1;2,6;4,8;6,1;3,5;4,3;3,7;7,8;7,9;10,5;;;;;;;;
0714;Município;Vila Viçosa;3 981;74 560;67 189;18 729;6 842;9 337;9 858;10 380;12 031;14 169;16 808;20 348;22 472;25 326;34 334;108;101;99;93;88;6 837;9 317;9 832;10 171;11 468;13 353;15 867;18 995;21 147;23 295;30 161;34,8;34,2;2,5;4,4;4,6;3,9;3,5;6,5;5,6;5,7;3,3;;;;;;;;
15;NUTS 2;  Algarve;273 440;5 021 443;4 395 547;18 364;4 324;7 104;8 292;9 206;10 499;12 482;15 118;19 210;21 802;25 244;37 186;;;;;;4 231;7 026;8 192;9 123;10 223;11 799;14 127;17 717;20 059;22 734;31 722;41,5;40,9;3,2;7,5;5,1;4,2;4,2;4,1;7,9;6,0;5,7;;;;;;;;
150;NUTS 3;  Algarve;273 440;5 021 443;4 395 547;18 364;4 324;7 104;8 292;9 206;10 499;12 482;15 118;19 210;21 802;25 244;37 186;100;100;100;100;100;4 231;7 026;8 192;9 123;10 223;11 799;14 127;17 717;20 059;22 734;31 722;41,5;40,9;3,2;7,5;5,1;4,2;4,2;4,1;7,9;6,0;5,7;;;;;;;;
0801;Município;Albufeira;29 459;490 753;434 951;16 659;3 944;6 418;7 402;8 397;9 870;11 417;13 775;17 218;19 543;22 475;33 591;91;89;91;90;90;3 853;6 363;7 350;8 304;9 849;10 886;12 935;15 968;18 015;20 636;29 189;43,8;41,1;3,2;7,6;6,6;10,5;4,9;5,4;17,7;8,4;6,7;;;;;;;;
